sub_begin_time|sub_end_time|text|class
00:09:21|00:09:25|out to go yeah you really shouldn't have|A
00:09:24|00:09:28|to jump through a bunch of stupid hoops|A
00:09:25|00:09:30|to get 8k 60 Hertz going on a PC and as|A
00:09:28|00:09:33|far as I can tell none of this is their|A
00:09:30|00:09:35|fault but this is an awful lot of stupid|A
00:09:33|00:09:38|hoops okay so I know set up multiple|A
00:09:35|00:09:39|displays is not the mosaic configuration|A
00:09:38|00:09:42|thing but the reason that I set all this|A
00:09:39|00:09:45|up correctly was that I was hoping that|A
00:09:42|00:09:48|now when we go to set up mosaic it'll|A
00:09:45|00:09:52|kind of grab that everything is the way|A
00:09:48|00:09:53|it's supposed to be and it'll work come|A
00:09:52|00:09:56|on|A
00:09:53|00:10:03|okay well it's letting me click Next and|A
00:09:56|00:10:06|that's correct okay let's try the other|A
00:10:03|00:10:08|graphics card I don't know I did notice|A
00:10:06|00:10:09|that even though we're plugged into the|A
00:10:08|00:10:10|one that would normally be in the|A
00:10:09|00:10:14|primary slot on the motherboard it's|A
00:10:10|00:10:17|identifying as GPU - so who knows maybe|A
00:10:14|00:10:17|this will help|A
00:10:21|00:10:27|there's more lunch frankly I'm pretty|A
00:10:25|00:10:28|close to the end of my rope I was doing|A
00:10:27|00:10:33|some off-screen troubleshooting|A
00:10:28|00:10:37|involving trying older Quadros so GP|A
00:10:33|00:10:40|100's instead of the GV 100's I did a|A
00:10:37|00:10:43|full platform swap and so motherboard|A
00:10:40|00:10:47|CPU change them out just meowed but I|A
00:10:43|00:10:51|don't know and it's always the same|A
00:10:47|00:10:53|thing I click apply it goes little bit|A
00:10:51|00:10:58|little bit yet and then there's no|A
00:10:53|00:11:02|finish but I do not accept that|A
00:10:58|00:11:09|conclusion and I have decided to try one|A
00:11:02|00:11:12|last thing we're gonna go AMD ok so|A
00:11:09|00:11:16|according to this community post it's|A
00:11:12|00:11:16|possible but I think I know why it might|A
00:11:16|00:11:20|not be where|A
00:11:16|00:11:24|okay I think it might just be grabbing|A
00:11:20|00:11:28|my configuration from Windows and then|A
00:11:24|00:11:30|assuming that I want a four by one okay|A
00:11:28|00:11:32|your display configuration has been|A
00:11:30|00:11:39|updated re-enable Eyefinity display|A
00:11:32|00:11:41|group know why the fact that it's rien a|A
00:11:39|00:11:43|below is what's tripping me out here I|A
00:11:41|00:11:45|don't want to re-enable it|A
00:11:43|00:11:47|I want to enable a new different one|A
00:11:45|00:11:49|that is not like what I had before I|A
00:11:47|00:11:51|don't know how to start fresh when I|A
00:11:49|00:11:57|disable it and it only prompts me to|A
00:11:51|00:12:02|re-enable it just AMD things easy|A
00:11:57|00:12:04|Nvidia things oh it's not working to be|A
00:12:02|00:12:07|clear neither of them is giving me a|A
00:12:04|00:12:09|working 60 Hertz a katehis way well|A
00:12:07|00:12:11|other than the boneheaded driver|A
00:12:09|00:12:13|limitation that doesn't allow me to|A
00:12:11|00:12:15|arrange it in a 2x2 this was a much|A
00:12:13|00:12:17|better experience but due to the|A
00:12:15|00:12:19|boneheaded driver implementation that|A
00:12:17|00:12:20|doesn't let me arrange it in a 2x2 I|A
00:12:19|00:12:23|guess we're going back to our next best|A
00:12:20|00:12:26|lead which is Quadro to see if maybe we|A
00:12:23|00:12:28|can get that to work it's been a few|A
00:12:26|00:12:34|more hours and a lifeline has arrived we|A
00:12:28|00:12:38|now have Oh No if they only shipped two|A
00:12:34|00:12:42|I'm gonna be so upset on two|A
00:12:38|00:12:44|no there's four okay the good news|A
00:12:42|00:12:48|though I also reached out to sharp and I|A
00:12:44|00:12:49|was like what tables did you guys use to|A
00:12:48|00:12:52|get this working because they assured me|A
00:12:49|00:12:57|it would be no problem piece of cake|A
00:12:52|00:13:02|piece of crumb cake and they said they|A
00:12:57|00:13:06|got these cables from PC cable world I|A
00:13:02|00:13:09|guess so these are DisplayPort to HDMI|A
00:13:06|00:13:13|cables rather than adapters|A
00:13:09|00:13:15|theoretically that is exactly the same|A
00:13:13|00:13:15|thing|A
00:13:15|00:13:20|at this point I don't know if I know|A
00:13:18|00:13:26|anything anymore if this doesn't work|A
00:13:20|00:13:36|I'm officially stumped here we go one|A
00:13:26|00:13:39|two Wow okay that did grab 4k 60 Hertz|A
00:13:36|00:13:41|on all four of them really fast you have|A
00:13:39|00:13:45|got to be kidding me|A
00:13:41|00:13:45|[Laughter]|A
00:13:50|00:14:03|so after all that I we could do four|A
00:13:58|00:14:06|times 4k but heaven forbid we want to|A
00:14:03|00:14:10|run them in mosaic on Nvidia with|A
00:14:06|00:14:15|adapters on AMD we could do four by one|A
00:14:10|00:14:20|at 4k but heaven forbid we want to|A
00:14:15|00:14:22|rearrange them like this wait what like|A
00:14:20|00:14:25|stop stop don't do it like whatever|A
00:14:22|00:14:26|you're changing now control panel stop|A
00:14:25|00:14:29|changing it because everything is|A
00:14:26|00:14:32|working this is right stop stop changing|A
00:14:29|00:14:35|things finish finish how could I just|A
00:14:32|00:14:37|could I just kill the task I wonder if I|A
00:14:35|00:14:43|can just kill the task Nvidia control|A
00:14:37|00:14:48|panel and task it worked 100% scaling|A
00:14:43|00:14:56|show me that native a K baby Wow|A
00:14:48|00:14:58|60 Hertz a K there it is launching a No|A
00:14:56|00:15:01|so what eight K max draw distance the|A
00:14:58|00:15:03|game wouldn't even launch but we've got|A
00:15:01|00:15:06|it at full medium 8k but there's bad|A
00:15:03|00:15:10|news too it drops to 30 frames per|A
00:15:06|00:15:13|second in the menu when it sits at 60 at|A
00:15:10|00:15:18|the main menu this does not bode well|A
00:15:13|00:15:21|for performance wow this is so like|A
00:15:18|00:15:23|disorienting sitting this close to the|A
00:15:21|00:15:27|city one of the issues with this game's|A
00:15:23|00:15:27|interface in general|A
00:15:27|00:15:32|and we're back so one of the problems|A
00:15:31|00:15:34|that I have with this game in general is|A
00:15:32|00:15:37|that you can't zoom the interface out|A
00:15:34|00:15:39|far enough and I especially feel it like|A
00:15:37|00:15:43|this cuz sitting this close to it|A
00:15:39|00:15:45|honestly is very comfortable in terms of|A
00:15:43|00:15:47|the detail of the game like even at the|A
00:15:45|00:15:50|maxim level let's go ahead and find one|A
00:15:47|00:15:55|of our wood cutters again here this guy|A
00:15:50|00:15:56|walking is cow that is unfreaking|A
00:15:55|00:15:59|believable I don't even have|A
00:15:56|00:16:01|anti-aliasing on I have zero|A
00:15:59|00:16:05|anti-aliasing on right now can you|A
00:16:01|00:16:10|believe that Renan will not look nuts|A
00:16:05|00:16:12|and that's crazy I love it so that was|A
00:16:10|00:16:15|it for a no now we're firing up shadow|A
00:16:12|00:16:18|of the Tomb Raider to see how a like a|A
00:16:15|00:16:21|third-person adventure game feels at 8k|A
00:16:18|00:16:24|so far pretty good I mean it's obviously|A
00:16:21|00:16:27|not running great we're looking at about|A
00:16:24|00:16:29|7 to 20 fps in menu and that's reported|A
00:16:27|00:16:34|by fraps that's clearly not even|A
00:16:29|00:16:39|accurate wow the hair and this is with|A
00:16:34|00:16:42|no anti-aliasing is incredible huh|A
00:16:39|00:16:45|actually in motion it's not nearly as|A
00:16:42|00:16:48|convincing part of that could be the 19|A
00:16:45|00:16:50|frame per second performance though you|A
00:16:48|00:16:52|know say what you will about Nvidia r-tx|A
00:16:50|00:16:55|and the performance impact and all that|A
00:16:52|00:16:58|but you've got our respect Nvidia for|A
00:16:55|00:17:02|recognizing that resolution is no longer|A
00:16:58|00:17:04|the biggest bottleneck in gaming image|A
00:17:02|00:17:06|quality and just trying something|A
00:17:04|00:17:10|anything else because sitting at a|A
00:17:06|00:17:14|reasonable distance like yeah that looks|A
00:17:10|00:17:17|crisp AF but is it really that much|A
00:17:14|00:17:17|better than 4k|A
00:17:18|00:17:24|that does look real sharp though pardon|A
00:17:21|00:17:26|the pun so there you go guys about 15|A
00:17:24|00:17:32|grand worth of graphics horsepower we're|A
00:17:26|00:17:34|looking at 20 FPS average pretty thick|A
00:17:32|00:17:36|let's see how many FPS we get in rocket|A
00:17:34|00:17:40|League hey Riley you want to play rocket|A
00:17:36|00:17:45|League for me help me Riley play at 8k|A
00:17:40|00:17:48|whoa it's an 8k yeah it's a keyboard|A
00:17:45|00:17:50|working hold on there you go there you|A
00:17:48|00:17:52|go whoa|A
00:17:50|00:17:56|like it's one thing being this close to|A
00:17:52|00:17:59|like a huge TV like this but it is like|A
00:17:56|00:18:03|actually sharp oh yeah is it a sharp TV|A
00:17:59|00:18:05|yeah like everything down to the treadle|A
00:18:03|00:18:07|like you can really tell that the the|A
00:18:05|00:18:11|video crowd is just balls|A
00:18:07|00:18:13|yeah it looks so sharp I have never seen|A
00:18:11|00:18:16|this game with this good so could you|A
00:18:13|00:18:18|get into playing on a big screen like|A
00:18:16|00:18:20|this size at this kind of resolution I|A
00:18:18|00:18:22|think I could get into it yeah probably|A
00:18:20|00:18:25|so I guess that's pretty much the|A
00:18:22|00:18:29|conclusion of this video is it K cool|A
00:18:25|00:18:31|yeah really freakin cool it's glitchy|A
00:18:29|00:18:33|right now and we don't have the|A
00:18:31|00:18:37|performance that we need for it to run|A
00:18:33|00:18:39|its best but when it works man is that|A
00:18:37|00:18:42|incredible now I don't think that|A
00:18:39|00:18:44|sitting this close to a TV in order to|A
00:18:42|00:18:47|appreciate the extra sharpness that 8k|A
00:18:44|00:18:49|provides is necessarily practical but|A
00:18:47|00:18:52|that doesn't mean that in applications|A
00:18:49|00:18:53|like VR where the display is much closer|A
00:18:52|00:18:55|to your eyes and you really need that|A
00:18:53|00:18:56|resolution so you don't get a screen|A
00:18:55|00:18:58|door effect that it won't be an|A
00:18:56|00:19:02|incredible difference maker moving|A
00:18:58|00:19:04|forward we just need much more powerful|A
00:19:02|00:19:06|graphics cards and obviously some work|A
00:19:04|00:19:07|on the software side but with the whole|A
00:19:06|00:19:10|you know not wanting to crash all the|A
00:19:07|00:19:11|time and all that speaking of not|A
00:19:10|00:19:13|wanting to crash all the time I'd hate|A
00:19:11|00:19:15|for you guys to get bored and crash out|A
00:19:13|00:19:18|of this video before I tell you about|A
00:19:15|00:19:19|our sponsor the mass drop HD 6xx|A
00:19:18|00:19:22|headphones are one of mass drops|A
00:19:19|00:19:25|all-time bestsellers with over 60,000|A
00:19:22|00:19:27|units sold and no wonder because they've|A
00:19:25|00:19:31|got an unchanged driver structure from|A
00:19:27|00:19:32|the HD 650s which are an absolute legend|A
00:19:31|00:19:35|they've got a detachable six-foot cable|A
00:19:32|00:19:37|instead of a 10-foot cable unlike the HD|A
00:19:35|00:19:39|650 s but the sound signature is|A
00:19:37|00:19:41|unchanged so you've got nice balance|A
00:19:39|00:19:44|mids natural sounding bass and they're|A
00:19:41|00:19:45|open back for a nice natural soundstage|A
00:19:44|00:19:47|they come with Sennheiser's long-term|A
00:19:45|00:19:49|support and you can buy them at the link|A
00:19:47|00:19:51|below at drop com|NA
00:19:49|00:19:53|so thanks for watching guys if you|NA
00:19:51|00:19:56|disliked this video you can hit that|NA
00:19:53|00:19:58|button but if you liked it hit like get|NA
00:19:56|00:19:59|subscribed or maybe consider checking|NA
00:19:58|00:20:01|out where to buy the stuff we featured|NA
00:19:59|00:20:01|at the link in the video description I|NA
00:20:01|00:20:03|actually think this is one of their|NA
00:20:01|00:20:04|commercial products I have no idea if|NA
00:20:03|00:20:06|you can buy it also in the video|NA
00:20:04|00:20:08|description is our merch store which has|NA
00:20:06|00:20:09|cool shirts like this one and our|NA
00:20:08|00:20:10|community forum which you guys should|NA
00:20:09|00:20:13|totally join|NA
00:20:10|00:20:13|[Music] </st>|NA
